AT,V,AP,RH
15.22,41.67,1013.18,67.17
21.25,66.86,1012.99,60.65
15.46,44.6,1017.7,68.2
24.54,72.24,1011.43,74.1
26.23,70.72,1009.73,73.44
25.45,75.23,1011.41,73.33
18.89,67.71,1003.92,86.12
30.53,65.18,1012.69,41.85
19.87,48.14,1016.94,81.56
8.9,40.77,1011.67,90.26
23.39,61.87,1010.35,48.91
12.68,43.7,1016.07,86.89
32.63,73.88,1005.64,52.56
16.13,43.48,1014.41,50.05
4.78,42.85,1013.07,94.72
19.82,46.63,1013.17,87.1
10.73,44.92,1025.1,85.4
11.64,41.39,1017.36,83.4
21.31,42.8,1014.1,75.77
13.66,45.0,1021.97,79.04
23.03,68.08,1012.63,70.37
20.29,49.69,1008.94,69.91
28.55,74.33,1011.77,73.34
30.08,68.14,1003.99,77.38
17.3,46.21,1013.56,87.57
26.13,73.21,1002.12,92.02
30.51,70.94,1007.64,59.42
33.82,73.03,1013.49,42.17
21.75,65.12,1015.53,66.0
13.58,40.75,1016.05,76.45
22.32,64.27,1014.35,82.98
8.16,39.3,1019.39,85.38
27.28,78.92,1011.05,75.48
17.55,48.78,1016.81,91.27
18.17,52.08,1001.91,100.09
9.47,36.54,1007.93,77.65
26.11,70.36,1007.64,70.12
27.12,70.32,1009.94,52.67
17.29,42.86,1014.38,72.3
18.12,58.95,1017.82,86.16
11.75,35.76,1018.99,57.92
10.93,39.22,1019.44,64.94
13.68,41.7,1019.19,84.07
25.05,58.59,1013.37,66.14
24.25,74.93,1013.07,69.31
22.21,69.71,1009.69,96.85
26.27,59.44,1012.23,58.77
6.22,39.85,1012.05,86.88
19.57,68.61,1011.13,96.4
20.09,63.94,1020.82,74.16
32.19,69.13,1000.45,48.22
22.65,57.85,1012.6,68.52
12.89,36.71,1013.36,87.29
20.3,56.53,1020.27,76.49
22.83,70.79,1006.36,92.07
12.64,40.71,1024.2,65.21
9.38,43.7,1015.45,90.47
30.57,58.9,1004.54,54.37
12.64,40.69,1015.86,82.06
30.78,73.67,1005.97,58.7
7.19,38.91,1016.53,88.61
11.11,40.55,1023.91,87.12
20.11,51.19,1007.82,92.06
17.96,47.83,1005.0,85.72
24.42,63.31,1012.64,71.8
22.53,62.39,1007.84,86.4
23.7,64.45,1012.87,38.24
28.55,69.84,1003.38,67.26
8.37,40.92,1021.82,86.03
26.92,62.44,1011.09,70.8
19.93,57.25,1010.6,89.34
26.88,69.51,1012.76,45.03
10.22,39.96,1025.05,96.05
25.16,68.08,1010.89,70.16
12.88,44.34,1016.03,88.51
6.37,41.03,1022.23,80.36
23.42,58.79,1009.74,81.54
13.76,45.08,1023.77,80.48
27.33,51.43,1006.18,67.6
18.59,39.54,1008.56,68.61
24.8,59.87,1018.79,60.79
18.64,67.71,1003.84,89.63
27.14,70.32,1007.08,73.08
28.54,69.59,1008.84,78.62
20.77,52.05,1012.22,45.61
13.52,42.07,1017.91,90.21
8.97,44.03,1013.16,80.39
26.31,44.57,1007.51,52.6
21.23,61.5,1008.98,82.14
22.53,58.62,1016.28,72.78
28.15,71.25,1000.51,81.04
22.34,63.73,1014.37,83.19
24.04,72.43,1008.02,87.2
29.51,75.6,1017.92,50.61
32.51,69.98,1011.92,49.45
14.79,46.48,1007.46,92.4
7.68,42.85,1012.51,91.51
27.42,65.74,1013.43,69.42
29.59,71.77,1006.33,62.35
27.11,48.6,1002.78,53.39
7.5,40.02,1031.39,82.53
13.09,43.02,1013.17,46.73
26.66,64.27,1012.83,58.88
30.31,70.36,1006.55,59.92
21.83,57.85,1012.49,75.16
27.69,73.91,1005.23,75.71
32.22,70.8,1009.9,62.03
8.87,41.16,1023.17,94.13
14.13,43.41,1015.26,55.63
14.8,43.99,1022.89,85.25
5.01,39.4,1003.69,91.9
7.51,43.02,1014.35,86.46
30.28,74.67,1016.45,55.76
9.0,43.13,1020.25,81.32
21.12,62.52,1015.62,78.98
28.29,68.67,1005.46,69.22
15.81,54.3,1017.8,68.45
24.31,63.86,1019.47,58.54
23.74,65.34,1013.7,62.9
29.3,69.48,1010.1,53.69
24.22,62.08,1022.53,60.79
16.22,46.36,1020.04,91.73
30.48,70.04,1010.73,53.7
14.04,40.83,1008.98,82.04
5.15,40.07,1012.27,63.31
16.73,54.3,1017.96,59.44
12.31,37.73,1023.3,63.01
26.77,74.22,1008.87,74.68
27.63,70.17,1000.42,85.22
12.34,43.22,1009.28,78.23
23.58,49.3,1003.8,74.62
15.28,48.14,1012.55,69.65
12.43,41.62,1011.87,80.57
23.24,51.95,1006.21,78.08
27.36,48.6,1003.18,54.93
18.5,47.03,1013.97,93.6
5.72,39.33,1009.96,95.4
21.53,70.02,1010.33,95.95
25.14,64.63,1020.63,54.0
19.71,43.43,1009.58,65.71
11.43,41.16,1022.81,92.04
24.4,69.94,1005.75,58.1
22.93,51.19,1009.3,82.8
16.76,48.14,1012.92,65.74
22.7,61.41,1012.08,78.08
19.81,66.54,1013.88,80.09
10.25,41.46,1020.65,87.07
31.74,72.25,1012.21,41.62
28.75,64.69,1007.1,60.37
16.98,43.99,1021.65,81.17
25.17,72.39,1001.69,90.51
11.31,42.02,1001.18,94.86
13.72,54.3,1017.89,79.08
28.64,69.23,1013.11,37.13
19.72,47.03,1012.1,90.36
13.67,38.53,1009.3,81.85
32.51,71.22,1005.62,47.6
24.96,60.27,1018.68,69.97
22.25,60.77,1017.8,82.19
26.75,43.21,1012.29,87.28
31.24,72.39,999.47,68.17
26.26,73.06,1009.35,91.65
18.7,52.72,1024.84,57.72
28.1,61.02,1011.28,59.05
25.62,60.29,1017.81,51.24
31.19,68.3,1014.86,39.1
27.5,59.54,1004.88,72.7
28.61,69.75,1009.82,71.7
9.45,36.71,1024.24,83.28
27.19,64.96,1006.71,73.99
15.52,41.93,1022.97,52.92
30.32,74.22,1008.31,53.14
18.71,53.16,1013.26,82.64
23.48,64.15,1021.08,57.77
13.18,43.72,1010.59,99.09
25.18,61.08,1013.08,80.75
11.85,42.07,1017.92,93.45
24.75,69.89,1015.29,82.01
6.79,38.5,1012.61,72.46
20.42,45.01,1012.23,66.5
19.41,64.45,1009.44,64.05
17.25,43.14,1018.34,76.17
11.27,40.69,1014.35,86.63
25.2,57.5,1015.19,59.62
22.98,51.95,1006.83,74.92
22.83,65.18,1012.24,79.74
27.82,52.84,1006.23,52.18
11.89,40.03,1019.53,89.48
33.73,69.88,1007.21,42.93
33.17,70.4,1004.45,58.0
17.25,39.39,1014.27,67.8
6.87,39.85,1012.66,83.34
11.09,41.58,1020.99,91.09
27.52,74.67,1015.77,72.01
11.15,40.64,1020.65,97.95
16.3,39.63,1004.64,85.61
8.05,40.8,1028.01,89.56
18.4,40.79,1006.18,92.36
13.11,41.58,1020.43,74.32
15.66,43.99,1021.18,88.62
11.98,39.35,1014.97,98.05
18.21,49.69,1013.54,80.16
15.86,43.67,1011.11,82.24
31.09,74.22,1007.56,46.36
9.44,40.0,1015.62,81.16
12.0,41.17,1019.48,58.71
12.61,41.79,1015.82,91.9
15.82,44.2,1018.96,66.73
24.29,57.5,1014.85,67.28
20.83,49.02,1009.45,91.92
13.44,39.64,1013.23,73.43
10.36,41.46,1017.53,92.04
7.95,40.72,1023.7,84.19
25.2,59.21,1017.54,55.53
20.76,58.79,1017.22,78.75
22.38,71.85,1009.56,74.91
2.58,39.42,1028.68,69.03
16.72,44.78,1007.75,56.79
16.58,41.93,1022.36,45.24
18.87,62.96,1020.55,82.87
12.35,40.8,1027.35,72.69
15.27,38.73,1002.83,77.77
28.07,66.17,1010.58,64.11
14.74,43.99,1023.13,86.31
30.35,69.51,1009.95,39.24
21.59,66.54,1004.88,90.54
21.63,71.85,1009.44,76.89
17.69,46.36,1019.55,86.64
25.07,77.95,1012.87,83.0
28.07,61.47,1008.68,64.83
4.27,39.64,1010.99,84.85
30.92,59.57,1010.87,62.43
30.52,70.4,1003.9,64.33
14.09,41.66,1009.25,71.4
18.8,39.72,1001.24,63.8
3.68,39.64,1011.31,84.05
31.46,77.17,1009.26,59.61
21.18,45.01,1012.57,48.05
7.53,41.74,1022.45,90.85
12.97,40.75,1016.05,79.67
22.04,59.14,1017.34,84.75
31.13,64.05,1011.51,61.27
33.15,70.4,1003.72,53.98
26.97,71.58,1010.13,75.16
24.65,72.43,1007.99,90.05
13.93,40.2,1013.41,89.86
31.54,77.24,1008.23,70.19
21.47,60.77,1018.06,85.73
28.82,71.8,1010.97,67.64
8.67,40.77,1011.81,89.4
24.04,68.94,1007.62,69.11
18.25,43.14,1011.51,55.16
9.82,39.64,1010.79,69.22
26.7,66.56,1005.31,71.97
23.42,63.07,1011.72,75.81
22.35,58.59,1013.99,79.78
18.18,61.87,1008.64,66.28
30.96,69.82,1009.6,51.55
22.76,49.02,1007.5,88.56
19.65,62.1,1019.46,77.82
23.23,63.31,1012.52,75.1
14.77,39.16,1016.12,81.88
27.01,43.77,1011.18,46.58
27.74,74.78,1010.05,60.82
27.71,62.39,1006.43,68.21
18.91,56.9,1006.98,84.07
27.44,59.74,1010.99,56.42
28.55,65.27,1013.34,48.95
11.52,39.18,1023.43,83.29
16.72,53.82,1015.46,66.9
22.22,59.14,1017.32,83.41
22.89,80.25,1006.38,80.25
28.98,62.66,1009.1,52.62
7.54,38.56,1016.49,69.1
13.65,44.6,1017.99,87.04
12.19,41.17,1019.43,65.47
3.95,35.47,1017.36,84.88
22.73,63.73,1009.12,94.8
11.51,41.06,1021.3,78.11
26.3,51.43,1012.05,63.62
15.92,41.2,1016.04,73.37
18.14,43.56,1012.83,47.1
19.83,59.21,1012.67,96.42
32.98,71.32,1003.67,49.78
19.69,56.65,1020.77,62.83
10.74,44.85,1014.25,71.61
14.24,45.01,1013.54,88.68
16.0,40.66,1016.12,89.23
13.32,41.7,1020.22,88.3
22.69,48.14,1013.7,62.05
13.18,40.83,1007.67,95.44
16.32,43.14,1014.72,70.43
19.06,50.16,1011.36,99.64
11.98,44.58,1016.45,78.8
25.28,66.25,1009.77,84.55
18.34,45.64,1019.05,82.53
28.95,73.4,1011.33,55.14
13.25,44.92,1024.11,89.34
25.45,72.24,1011.44,80.54
27.01,67.98,1006.01,67.98
21.46,74.87,1009.23,86.58
13.67,41.48,1017.51,63.54
24.67,63.56,1013.75,67.56
10.29,40.0,1021.46,90.6
16.03,65.46,1013.96,87.56
21.5,45.38,1013.88,64.28
21.92,61.87,1009.68,58.83
26.2,60.07,1014.75,59.41
9.53,40.62,1015.57,75.49
12.59,41.14,1025.79,86.55
8.94,36.71,1025.5,80.45
19.12,50.16,1011.52,99.71
7.38,41.22,1016.47,96.29
27.82,59.15,1012.74,42.78
29.28,74.33,1011.66,72.37
13.33,39.39,1013.93,84.74
5.66,40.0,1022.08,93.03
12.51,43.67,1013.24,91.55
26.9,69.59,1008.9,85.08
29.25,71.94,1007.18,63.62
26.58,62.39,1006.36,68.98
13.99,36.71,1013.43,83.13
30.83,77.3,1001.7,57.85
27.89,73.17,1009.85,64.22
21.95,68.63,1012.8,61.55
8.51,40.81,1015.54,83.16
7.08,39.99,1010.55,91.44
17.18,40.55,1000.47,72.03
19.45,38.52,1017.99,62.86
10.15,41.46,1019.78,83.56
20.11,42.04,1010.79,60.31
26.08,70.32,1012.32,89.0
13.45,45.87,1008.73,87.06
25.5,68.08,1011.13,72.86
30.52,71.77,1006.22,56.4
9.33,39.96,1024.55,98.58
9.96,39.66,1015.23,82.98
27.21,67.45,1013.83,43.26
23.19,49.82,1014.59,70.52
17.34,47.03,1013.36,98.13
21.55,44.05,1005.69,84.05
8.51,38.5,1013.33,64.28
23.21,74.22,1009.68,88.46
23.02,63.47,1012.21,80.61
23.55,61.87,1009.65,54.83
12.25,40.75,1016.02,82.4
9.29,39.04,1022.72,74.29
11.28,43.41,1017.91,81.03
11.73,40.64,1020.68,96.98
29.04,60.07,1015.42,46.15
19.7,43.79,1015.93,47.39
27.01,52.3,1007.78,60.38
18.35,57.76,1019.64,77.94
28.52,70.02,1010.34,54.21
8.8,39.42,1025.17,68.72
11.54,45.0,1022.77,80.79
27.37,72.58,1008.16,79.94
15.77,41.79,1007.96,80.69
14.1,44.84,1025.09,79.42
30.68,69.68,1012.86,56.56
9.26,40.11,1024.38,74.82
23.76,70.32,1012.13,78.84
25.64,68.14,1005.48,56.11
11.92,38.25,1013.13,84.92
27.17,73.5,1010.36,73.29
13.32,44.2,1020.02,78.78
18.22,49.25,1020.33,61.87
7.57,37.49,1009.73,83.07
8.26,39.42,1025.89,70.53
4.99,41.03,1022.33,83.11
27.61,59.54,1005.84,71.27
29.92,67.22,1014.09,50.62
18.06,52.08,1003.73,100.09
23.38,48.78,1019.03,78.69
5.96,36.25,1029.4,88.63
10.75,40.81,1015.93,79.27
24.5,60.77,1017.15,73.66
20.07,49.21,1012.34,56.8
26.81,71.29,1009.65,80.69
8.1,40.64,1020.66,89.04
12.74,44.03,1007.62,97.64
10.62,39.64,1010.51,68.55
4.93,38.44,1015.65,71.47
27.37,63.31,1012.89,60.11
10.8,41.74,1020.24,78.62
29.42,74.9,1004.11,64.53
25.01,59.54,1007.91,80.93
21.71,61.45,1010.97,91.62
27.09,73.5,1011.34,76.06
30.32,64.69,1006.35,51.36
20.54,68.12,1012.23,81.06
23.99,50.32,1008.41,67.4
32.28,75.33,1002.14,62.49
29.98,47.93,1002.46,42.73
23.97,62.44,1013.64,88.5
14.77,49.15,1020.56,80.27
24.85,67.9,1005.9,64.55
7.17,41.92,1031.97,83.86
23.66,72.43,1008.0,89.49
23.97,64.05,1012.23,90.18
25.52,71.73,1009.91,79.55
16.64,48.92,1011.55,78.76
18.72,60.07,1015.81,70.55
7.32,39.42,1026.15,76.51
11.82,41.74,1022.36,74.06
30.61,68.84,1011.18,52.5
8.68,39.61,1021.54,77.98
29.93,71.85,1008.43,66.64
29.6,71.94,1007.07,62.65
21.76,60.27,1018.96,85.06
14.45,52.75,1023.97,63.59
7.99,36.08,1020.08,83.2
20.01,68.63,1012.34,69.49
5.33,39.33,1009.61,94.97
24.6,63.78,1017.25,60.33
13.26,42.99,1007.58,94.26
20.21,60.84,1018.5,82.73
18.75,41.1,1001.97,59.6
31.07,73.5,1010.58,43.66
17.92,50.66,1012.62,93.0
14.3,53.82,1016.64,63.9
6.03,41.17,1019.81,84.2
19.09,39.39,1013.36,59.14
22.55,69.84,1006.57,76.29
6.4,41.17,1019.54,85.37
24.29,62.91,1013.04,65.85
25.52,61.25,1012.84,75.98
14.56,41.76,1023.82,85.36
14.78,54.3,1016.96,68.53
11.05,40.71,1024.91,76.42
11.93,41.38,1021.76,57.63
21.35,58.16,1017.21,67.66
26.25,52.09,1013.2,53.12
23.92,73.17,1011.81,92.33
15.45,45.0,1023.63,70.74
17.36,44.63,1020.49,54.21
27.51,63.73,1009.97,66.14
24.76,63.07,1012.73,70.39
25.51,73.56,1006.59,96.63
15.48,47.83,1004.88,81.68
13.13,50.59,1020.26,87.44
26.81,74.9,1003.99,79.88
13.31,42.18,1016.0,83.94
31.68,73.68,1014.85,64.0
22.99,56.57,1013.93,78.77
22.96,70.79,1005.68,93.93
29.45,68.84,1011.64,59.7
17.14,40.55,1000.05,71.41
29.19,70.32,1008.28,55.42
24.81,63.73,1009.34,83.61
23.04,57.32,1011.23,64.27
28.31,74.34,998.42,79.23
21.58,63.87,1015.27,63.15
17.86,52.9,1015.71,67.99
32.15,69.98,1013.3,55.13
13.46,44.71,1014.51,50.0
14.48,40.83,1009.42,81.74
23.87,63.94,1019.02,44.28
25.54,49.16,1003.64,47.4
30.07,70.04,1010.84,55.74
12.69,40.71,1021.62,80.19
14.18,53.82,1016.9,64.57
20.73,59.87,1019.08,80.48
23.14,62.26,1011.87,66.44
21.29,51.43,1011.31,90.12
26.45,64.27,1013.23,60.92
9.49,40.69,1015.09,91.31
17.13,42.86,1014.15,73.6
26.86,72.58,1009.22,88.39
8.58,40.72,1022.04,87.55
25.31,49.82,1014.62,62.15
12.24,41.2,1012.48,89.85
20.29,65.27,1013.17,74.94
21.41,59.43,1010.27,74.54
15.96,41.66,1011.93,55.47
25.24,68.28,1000.26,78.17
13.85,48.06,1011.13,75.2
13.35,39.64,1010.1,93.3
15.67,45.17,1018.73,94.74
13.56,42.34,1017.95,93.83
12.85,40.0,1015.89,68.85
27.68,69.34,1008.28,70.9
14.74,43.71,1024.35,81.53
13.78,39.85,1012.7,71.99
30.7,67.69,1005.92,51.58
20.51,63.86,1020.65,75.36
18.64,52.08,1004.24,99.9
10.75,45.01,1018.73,93.16
14.84,44.63,1019.28,57.37
12.24,40.96,1023.52,81.09
9.33,42.49,1008.93,82.59
32.34,74.99,1002.77,42.83
30.15,72.51,1009.37,50.64
8.88,41.54,1019.05,80.77
26.38,65.12,1016.1,47.57
8.41,40.67,1019.97,69.2
26.73,77.95,1012.31,78.35
19.05,44.06,1017.02,73.76
19.65,44.89,1009.76,75.36
29.34,74.34,998.58,81.55
15.82,43.34,1014.52,79.07
25.21,69.48,1010.99,75.27
26.17,70.47,1010.25,68.96
21.8,51.3,1012.07,89.51
10.05,41.58,1021.35,95.19
8.23,41.01,1022.89,98.03
24.16,60.29,1018.09,63.49
15.79,44.89,1010.19,84.61
13.83,40.2,1013.28,90.44
26.27,71.98,1005.72,86.15
11.76,40.96,1023.22,81.31
17.68,40.89,1011.24,61.37
14.86,37.85,1010.58,86.8
15.75,36.99,1007.67,93.8
30.56,69.14,1007.49,71.0
29.25,69.13,1010.27,67.35
14.87,35.71,1015.53,57.7
12.3,39.85,1012.59,73.38
15.29,38.73,1000.9,81.17
17.79,43.52,1020.65,68.29
6.94,38.91,1018.94,90.64
11.67,41.93,1019.81,82.58
26.1,62.91,1012.44,60.91
20.6,44.58,1017.67,48.36
25.96,60.32,1016.17,55.51
32.86,68.51,1008.43,46.78
21.9,66.54,1004.76,89.99
5.47,40.62,1018.66,83.61
16.55,39.64,1009.07,77.8
12.95,41.23,993.74,96.35
28.69,73.18,1012.23,68.57
8.87,41.82,1033.3,74.28
32.31,66.44,1009.6,63.92
33.95,68.14,1002.33,48.98
22.18,62.39,1007.84,85.74
14.69,53.82,1016.54,63.49
21.34,51.61,1010.11,80.7
19.27,50.12,1007.61,100.11
28.87,72.58,1008.69,79.34
27.08,62.91,1011.9,62.58
7.28,40.67,1020.16,72.7
25.41,66.49,1014.06,51.09
21.49,56.9,1007.47,66.66
30.66,66.25,1007.67,63.03
22.49,58.82,1009.73,85.19
26.29,56.85,1012.68,60.33
30.24,66.75,1017.95,55.66
33.59,79.05,1007.79,63.55
12.27,41.17,1019.41,58.1
6.59,39.37,1020.34,77.92
11.97,45.51,1016.84,81.47
9.76,40.71,1020.88,91.82
25.31,67.9,1006.34,68.04
16.22,50.88,1014.33,100.09
24.62,72.24,1011.39,83.94
22.72,65.61,1014.64,70.53
19.18,58.2,1017.46,76.72
13.29,71.14,1019.63,75.09
22.32,59.8,1016.82,64.18
12.25,41.38,1021.81,59.0
19.94,44.9,1008.52,74.69
15.18,44.2,1019.6,72.45
7.87,43.02,1014.67,83.58
12.02,41.92,1030.1,84.45
28.21,73.06,1008.26,86.29
22.46,58.33,1013.21,68.68
23.9,61.47,1009.01,81.05
20.54,61.27,1019.6,61.87
24.43,65.27,1013.25,55.4
29.06,72.86,1004.23,69.41
25.76,63.94,1018.49,42.14
11.24,42.34,1021.3,95.19
32.15,72.29,1010.13,50.19
24.98,60.32,1016.39,63.12
28.14,76.86,1000.7,70.17
21.08,70.32,1011.39,88.79
11.16,40.96,1023.49,83.7
9.96,41.55,1002.59,65.86
13.11,38.73,1005.89,89.02
11.49,44.63,1020.44,86.04
19.81,56.65,1020.62,67.99
37.11,68.94,1006.23,31.15
22.28,60.27,1018.98,84.12
11.63,41.5,1013.6,87.11
20.82,52.84,1004.13,79.42
25.84,69.14,1009.22,88.47
15.91,44.99,1010.93,62.81
24.17,59.44,1012.66,78.53
29.29,70.02,1010.13,46.93
6.4,39.9,1007.75,86.55
24.8,64.63,1020.69,55.74
18.4,50.16,1011.51,98.07
16.9,44.88,1018.14,72.21
26.34,69.45,1013.87,54.15
25.06,64.63,1020.66,54.93
8.34,40.96,1023.28,89.45
26.69,70.36,1006.82,68.29
17.46,53.29,1018.07,91.01
