time,price,change,volume,amount,type
13:06:42,24.21,--,40,96840,sell
13:06:39,24.21,--,5,12105,sell
13:05:48,24.21,--,2,4842,sell
13:05:39,24.21,--,1,2421,sell
13:05:21,24.21,-0.01,1,2421,sell
13:05:09,24.22,0.01,2,4844,buy
13:05:03,24.21,-0.01,1,2421,sell
13:04:57,24.22,--,27,65394,sell
13:04:27,24.22,--,9,21798,sell
13:04:09,24.22,--,2,4844,sell
13:03:33,24.22,-0.02,1,2422,sell
13:03:00,24.24,0.02,3,7271,buy
13:01:54,24.22,-0.02,25,60550,sell
13:01:39,24.24,--,1,2424,buy
13:01:30,24.24,0.01,23,55752,buy
13:00:06,24.23,--,1,2423,sell
13:00:03,24.23,--,111,268953,buy
13:00:00,24.23,0.01,4,9692,buy
11:30:00,24.22,--,0,0,sell
11:29:51,24.22,--,2,4844,sell
11:29:24,24.22,-0.01,3,7266,sell
11:29:15,24.23,--,6,14538,buy
11:28:39,24.23,--,1,2423,sell
11:28:24,24.23,--,5,12115,norm
11:27:51,24.23,-0.01,1,2423,sell
11:27:42,24.24,--,5,12120,buy
11:27:03,24.24,0.02,15,36360,buy
11:26:57,24.22,0.02,2,6684,buy
11:26:21,24.2,-0.02,1,2420,sell
11:26:00,24.22,-0.02,48,116837,sell
11:25:57,24.24,--,3,9114,buy
11:25:48,24.24,--,5,12120,buy
11:25:42,24.24,-0.01,13,31511,buy
11:25:21,24.25,--,3,7275,sell
11:25:18,24.25,--,2,4850,buy
11:24:48,24.25,0.03,5,12125,buy
11:24:06,24.22,--,6,14532,buy
11:23:36,24.22,0.02,2,4844,norm
11:23:21,24.2,--,17,41140,buy
11:23:09,24.2,--,5,12100,buy
11:22:57,24.2,--,8,19360,buy
11:22:48,24.2,--,10,24200,buy
11:22:36,24.2,-0.02,18,43560,sell
11:22:33,24.22,0.02,41,99302,buy
11:22:27,24.2,--,3,7260,sell
11:21:57,24.2,--,2,4840,sell
11:21:33,24.2,0.01,2,4840,buy
11:21:21,24.19,-0.01,6,14514,sell
11:21:18,24.2,--,3,7260,sell
11:21:15,24.2,--,2,4840,buy
11:21:12,24.2,--,5,12100,buy
11:19:57,24.2,0.01,9,21780,buy
11:19:24,24.19,--,3,7257,sell
11:19:06,24.19,-0.01,1,2419,sell
11:18:12,24.2,--,21,50820,sell
11:18:03,24.2,-0.01,8,19360,sell
11:17:54,24.21,--,7,16947,buy
11:16:57,24.21,--,1,2421,buy
11:16:51,24.21,--,2,4842,sell
11:16:45,24.21,--,6,14526,buy
11:16:03,24.21,0.01,1,2421,buy
11:15:30,24.2,0.01,5,12100,sell
11:15:09,24.19,-0.01,20,48380,sell
11:14:15,24.2,--,5,12100,norm
11:13:54,24.2,--,2,4840,buy
11:13:06,24.2,--,10,24200,buy
11:12:06,24.2,--,3,7260,sell
11:11:51,24.2,--,1,2420,sell
11:11:42,24.2,--,1,2420,norm
11:11:00,24.2,--,2,4840,buy
11:10:45,24.2,0.02,10,24200,buy
11:09:30,24.18,--,3,9019,buy
11:09:21,24.18,--,1,3070,sell
11:09:12,24.18,--,12,30781,buy
11:08:54,24.18,--,4,9672,buy
11:08:51,24.18,--,17,41106,buy
11:08:21,24.18,--,15,36270,buy
11:08:00,24.18,--,2,4836,buy
11:07:54,24.18,0.01,45,108810,buy
11:06:24,24.17,0.02,2,4834,norm
11:06:06,24.15,--,5,12075,sell
11:06:03,24.15,-0.03,3,7245,sell
11:06:00,24.18,0.05,23,55614,buy
11:05:51,24.13,0.02,6,14478,norm
11:04:36,24.11,--,4,9644,sell
11:04:33,24.11,0.01,123,296553,norm
11:04:03,24.1,--,4,9640,sell
11:04:00,24.1,--,8,19280,buy
11:03:57,24.1,0.02,4,9640,norm
11:03:42,24.08,-0.02,63,151704,sell
11:03:09,24.1,-0.04,134,322940,sell
11:03:03,24.14,-0.01,52,125528,sell
11:02:39,24.15,-0.01,20,48300,sell
11:02:12,24.16,-0.01,23,55568,sell
11:01:33,24.17,--,5,12085,buy
11:01:18,24.17,--,13,31421,buy
11:01:09,24.17,--,5,12085,sell
11:00:30,24.17,--,4,9668,buy
11:00:21,24.17,--,50,120850,buy
11:00:12,24.17,0.01,2,4834,buy
11:00:09,24.16,-0.01,6,14496,sell
10:59:36,24.17,--,1,2417,buy
10:59:33,24.17,--,2,4834,buy
10:59:06,24.17,--,7,16919,buy
10:58:24,24.17,--,13,31421,buy
10:58:18,24.17,-0.01,16,38672,sell
10:58:09,24.18,0.01,10,24180,buy
10:58:03,24.17,-0.01,4,9668,sell
10:58:00,24.18,0.01,19,45942,buy
10:57:54,24.17,0.01,20,48340,buy
10:57:24,24.16,--,3,7248,norm
10:57:12,24.16,--,5,12080,sell
10:56:45,24.16,--,10,24160,sell
10:56:33,24.16,-0.02,29,70064,sell
10:54:30,24.18,0.02,10,24180,buy
10:54:21,24.16,-0.01,4,9664,sell
10:54:18,24.17,-0.01,25,60425,sell
10:54:15,24.18,--,76,185992,sell
10:52:54,24.18,-0.01,4,9672,sell
10:52:51,24.19,0.01,1,2419,buy
10:52:48,24.18,--,1,2418,sell
10:52:42,24.18,--,21,50778,sell
10:52:21,24.18,-0.01,4,9672,sell
10:51:51,24.19,0.01,1,2419,buy
10:51:39,24.18,-0.01,10,24180,sell
10:50:54,24.19,--,27,65313,buy
10:50:51,24.19,--,1,2419,buy
10:50:30,24.19,--,14,33866,buy
10:49:54,24.19,-0.01,4,9676,sell
10:49:48,24.2,0.02,1,2420,buy
10:49:00,24.18,--,0,193,buy
10:48:54,24.18,--,2,4836,buy
10:48:24,24.18,--,2,4836,buy
10:48:09,24.18,--,2,4836,buy
10:48:06,24.18,--,3,9478,sell
10:47:51,24.18,0.01,25,60643,buy
10:47:12,24.17,--,10,26393,sell
10:47:00,24.17,--,10,24170,sell
10:46:54,24.17,--,5,12085,sell
10:46:33,24.17,--,3,7251,sell
10:46:21,24.17,-0.01,4,9668,sell
10:46:18,24.18,0.01,1,2418,buy
10:46:15,24.17,--,1,2610,sell
10:46:09,24.17,--,10,24170,sell
10:46:03,24.17,--,6,14502,sell
10:45:57,24.17,--,7,16919,sell
10:45:51,24.17,-0.01,2,4834,sell
10:45:45,24.18,0.01,9,21762,buy
10:45:42,24.17,--,3,7251,sell
10:45:39,24.17,-0.01,1,2417,sell
10:45:36,24.18,--,9,21762,buy
10:45:33,24.18,--,3,7254,buy
10:45:06,24.18,--,0,2224,sell
10:45:00,24.18,--,11,26598,sell
10:44:51,24.18,-0.01,1,2418,sell
10:44:45,24.19,--,1,2419,buy
10:44:42,24.19,--,1,2419,sell
10:44:39,24.19,--,11,26609,sell
10:44:36,24.19,--,1,2419,sell
10:44:33,24.19,-0.01,1,2419,sell
10:44:27,24.2,--,29,70180,sell
10:44:06,24.2,-0.01,1,2420,sell
10:44:00,24.21,--,10,24210,buy
10:43:42,24.21,0.01,2,4842,buy
10:43:36,24.2,--,1,2420,sell
10:43:33,24.2,--,1,2420,sell
10:43:30,24.2,--,9,21780,sell
10:43:24,24.2,--,20,48400,sell
10:43:21,24.2,--,5,12100,sell
10:43:18,24.2,--,1,2420,sell
10:43:15,24.2,--,2,4840,sell
10:43:12,24.2,--,10,24200,sell
10:43:09,24.2,--,1,2420,sell
10:43:06,24.2,--,2,4840,sell
10:42:51,24.2,--,1,2420,sell
10:42:48,24.2,-0.01,3,7260,sell
10:42:42,24.21,0.01,1,2421,buy
10:42:36,24.2,-0.01,1,2420,sell
10:42:33,24.21,--,2,4842,buy
10:42:24,24.21,--,2,4842,buy
10:42:18,24.21,0.01,1,2421,buy
10:42:12,24.2,-0.01,1,2420,sell
10:42:06,24.21,--,23,55683,sell
10:41:48,24.21,--,6,14526,sell
10:41:33,24.21,--,1,2421,sell
10:41:27,24.21,0.01,3,7263,buy
10:41:18,24.2,--,1,2420,sell
10:41:15,24.2,--,2,4840,sell
10:41:12,24.2,0.01,84,203280,buy
10:41:06,24.19,--,5,12095,sell
10:41:00,24.19,--,1,2419,sell
10:40:48,24.19,--,1,2419,sell
10:40:39,24.19,-0.01,1,2419,sell
10:40:36,24.2,0.01,17,41140,buy
10:40:27,24.19,--,18,43542,sell
10:40:24,24.19,-0.01,1,2419,sell
10:40:21,24.2,--,5,12100,buy
10:40:15,24.2,--,2,4840,buy
10:40:09,24.2,-0.01,15,36300,sell
10:40:00,24.21,--,10,24210,buy
10:39:42,24.21,0.01,1,2421,buy
10:39:33,24.2,-0.01,3,7260,sell
10:39:24,24.21,--,17,41157,buy
10:38:48,24.21,0.03,8,19561,buy
10:38:24,24.18,0.01,30,72540,buy
10:38:21,24.17,0.01,1,2417,norm
10:37:54,24.16,-0.01,4,9664,sell
10:37:33,24.17,-0.01,5,12085,sell
10:36:48,24.18,--,6,14508,buy
10:36:12,24.18,--,15,38494,sell
10:35:21,24.18,--,2,4836,sell
10:35:12,24.18,--,10,24180,sell
10:34:21,24.18,-0.01,2,4836,sell
10:34:18,24.19,--,1,2419,sell
10:34:15,24.19,--,57,137883,buy
10:34:09,24.19,--,5,12095,buy
10:34:06,24.19,--,3,7257,sell
10:33:39,24.19,-0.01,15,36285,sell
10:33:33,24.2,--,28,67760,sell
10:33:24,24.2,--,8,19360,buy
10:33:15,24.2,--,3,7260,sell
10:33:12,24.2,--,1,2420,norm
10:32:54,24.2,0.01,5,12100,norm
10:32:45,24.19,-0.01,5,12095,sell
10:32:27,24.2,-0.01,1,2420,sell
10:32:24,24.21,0.01,7,16947,buy
10:32:15,24.2,--,4,9680,sell
10:32:09,24.2,0.02,1,2420,buy
10:32:06,24.18,--,19,45942,sell
10:31:27,24.18,-0.02,17,41106,sell
10:31:03,24.2,-0.01,6,14520,sell
10:30:54,24.21,--,125,302625,sell
10:30:51,24.21,-0.01,1,2421,sell
10:30:12,24.22,--,7,16954,buy
10:29:57,24.22,0.01,9,21798,buy
10:29:48,24.21,-0.01,4,9684,sell
10:29:15,24.22,--,11,26642,buy
10:29:12,24.22,--,3,7266,buy
10:28:54,24.22,--,1,2422,buy
10:28:45,24.22,-0.02,21,50862,sell
10:28:39,24.24,--,17,41208,buy
10:28:24,24.24,--,3,7271,buy
10:28:00,24.24,0.02,3,7271,buy
10:27:45,24.22,-0.02,90,217980,sell
10:27:30,24.24,--,2,4848,buy
10:27:27,24.24,-0.01,1,2424,sell
10:27:15,24.25,0.01,2,4850,buy
10:27:12,24.24,-0.01,10,24240,sell
10:27:00,24.25,0.01,1,2425,buy
10:26:33,24.24,-0.01,9,21816,sell
10:25:51,24.25,0.01,6,14550,buy
10:25:39,24.24,-0.01,21,50904,sell
10:24:57,24.25,--,1,2425,buy
10:24:51,24.25,--,4,9700,buy
10:24:45,24.25,--,1,2425,sell
10:24:30,24.25,-0.05,1,2425,sell
10:23:54,24.3,--,26,63180,buy
10:23:48,24.3,--,1,2430,norm
10:22:54,24.3,--,19,46170,buy
10:22:24,24.3,--,10,24300,buy
10:22:15,24.3,--,3,7290,buy
10:22:12,24.3,--,5,12150,buy
10:22:03,24.3,0.01,10,24300,buy
10:21:57,24.29,--,3,7287,buy
10:21:51,24.29,--,15,36435,buy
10:21:30,24.29,0.02,2,4858,buy
10:21:00,24.27,--,11,26697,buy
10:20:51,24.27,--,10,24270,buy
10:20:48,24.27,--,2,4854,buy
10:20:39,24.27,--,4,9708,buy
10:20:21,24.27,--,5,12135,buy
10:20:00,24.27,0.03,22,53394,buy
10:19:30,24.24,-0.02,10,24240,norm
10:19:27,24.26,0.03,23,55798,buy
10:19:18,24.23,--,6,14538,sell
10:18:24,24.23,--,2,4846,sell
10:18:09,24.23,0.01,1,2423,buy
10:17:30,24.22,-0.01,2,4844,sell
10:17:06,24.23,--,3,7269,buy
10:17:03,24.23,-0.04,10,24230,sell
10:16:57,24.27,0.04,3,7281,buy
10:16:51,24.23,0.01,30,72690,norm
10:16:30,24.22,--,5,12110,sell
10:16:24,24.22,--,95,230090,buy
10:16:21,24.22,0.01,3,7266,buy
10:16:06,24.21,--,5,12105,sell
10:15:45,24.21,-0.01,6,14526,norm
10:14:57,24.22,-0.01,2,4844,sell
10:14:51,24.23,--,1,2423,buy
10:14:27,24.23,0.01,10,24230,buy
10:14:24,24.22,-0.05,6,14532,sell
10:13:42,24.27,0.05,2,4854,buy
10:13:39,24.22,-0.01,6,14532,sell
10:13:15,24.23,--,3,7269,sell
10:11:57,24.23,-0.04,5,12115,sell
10:11:54,24.27,--,3,7281,buy
10:11:48,24.27,--,6,14562,sell
10:11:45,24.27,-0.01,3,7281,sell
10:11:33,24.28,--,27,65556,sell
10:11:27,24.28,--,4,9712,sell
10:11:24,24.28,--,3,7284,sell
10:11:15,24.28,--,9,21852,sell
10:11:12,24.28,-0.01,3,7284,sell
10:11:09,24.29,0.01,2,4858,buy
10:11:06,24.28,--,3,7284,sell
10:10:42,24.28,0.01,14,33992,buy
10:10:33,24.27,--,2,4854,sell
10:10:27,24.27,0.05,12,29124,buy
10:10:21,24.22,--,15,36330,sell
10:09:54,24.22,--,8,19376,sell
10:09:45,24.22,--,9,21798,buy
10:09:39,24.22,--,1,2422,buy
10:09:36,24.22,--,3,7266,buy
10:09:24,24.22,0.02,3,7266,buy
10:08:57,24.2,0.02,22,53240,buy
10:08:48,24.18,0.02,116,280681,buy
10:08:45,24.16,0.02,3,7248,buy
10:08:24,24.14,--,23,55522,buy
10:08:09,24.14,--,15,36210,buy
10:07:48,24.14,--,3,7242,sell
10:07:45,24.14,--,1,2414,sell
10:07:24,24.14,0.01,1,2414,buy
10:07:06,24.13,0.02,3,7239,buy
10:07:00,24.11,-0.01,12,28932,sell
10:06:57,24.12,--,16,40328,sell
10:06:51,24.12,--,2,4824,buy
10:06:42,24.12,--,26,62712,buy
10:06:39,24.12,--,2,4824,buy
10:06:36,24.12,-0.01,10,24120,sell
10:06:33,24.13,--,2,4826,buy
10:06:24,24.13,--,2,4826,buy
10:06:12,24.13,--,9,21717,buy
10:06:00,24.13,--,5,12065,buy
10:05:57,24.13,-0.01,4,9652,sell
10:05:48,24.14,--,1,2414,buy
10:05:42,24.14,-0.01,9,21726,sell
10:05:15,24.15,--,4,9660,buy
10:05:03,24.15,-0.02,2,4830,sell
10:04:51,24.17,0.01,3,7251,buy
10:04:45,24.16,0.02,5,12080,norm
10:04:36,24.14,-0.03,2,4828,sell
10:04:33,24.17,0.02,40,96680,buy
10:04:27,24.15,--,1,2415,sell
10:04:24,24.15,--,9,21735,buy
10:04:21,24.15,-0.01,21,50715,sell
10:04:06,24.16,-0.01,12,28992,sell
10:04:03,24.17,--,1,2417,sell
10:03:36,24.17,0.01,13,31421,buy
10:03:21,24.16,-0.01,1,2416,sell
10:03:15,24.17,0.02,4,9668,buy
10:03:03,24.15,--,1,2415,sell
10:03:00,24.15,--,3,7245,buy
10:02:57,24.15,-0.01,7,16905,sell
10:02:48,24.16,0.01,1,2416,norm
10:02:39,24.15,--,10,24150,sell
10:02:36,24.15,--,1,2415,sell
10:02:33,24.15,-0.01,1,2415,sell
10:02:27,24.16,--,15,36240,sell
10:02:21,24.16,-0.01,6,14496,sell
10:02:18,24.17,0.01,4,9668,buy
10:02:15,24.16,--,1,2416,sell
10:02:06,24.16,--,2,4832,sell
10:02:03,24.16,-0.01,5,12080,sell
10:02:00,24.17,0.01,2,4834,buy
10:01:57,24.16,--,1,2416,sell
10:01:48,24.16,-0.01,1,2416,sell
10:01:39,24.17,0.01,12,29004,buy
10:01:36,24.16,--,1,2416,sell
10:01:24,24.16,--,16,38656,buy
10:00:54,24.16,0.03,11,26576,buy
10:00:51,24.13,-0.02,1,2413,sell
10:00:48,24.15,0.02,5,12075,buy
10:00:39,24.13,0.01,3,7239,buy
10:00:33,24.12,--,20,48240,sell
10:00:27,24.12,--,1,2412,sell
10:00:15,24.12,--,1,2412,sell
10:00:09,24.12,0.02,2,4824,buy
10:00:03,24.1,-0.02,15,36150,sell
09:59:51,24.12,-0.04,13,31356,sell
09:59:48,24.16,0.01,3,7248,buy
09:59:42,24.15,0.02,4,9660,buy
09:59:39,24.13,-0.02,1,2413,sell
09:59:36,24.15,0.02,5,12075,buy
09:59:27,24.13,-0.02,1,2413,sell
09:59:18,24.15,--,4,9660,sell
09:59:15,24.15,--,1,2415,sell
09:59:12,24.15,--,2,4830,buy
09:59:09,24.15,--,1,2415,sell
09:59:06,24.15,--,2,4830,buy
09:59:00,24.15,--,2,4830,norm
09:58:54,24.15,--,1,2415,sell
09:58:42,24.15,0.02,13,31394,buy
09:58:39,24.13,--,1,2413,sell
09:58:33,24.13,0.03,1,2413,buy
09:58:27,24.1,-0.05,25,60250,norm
09:58:21,24.15,0.07,16,38640,buy
09:58:09,24.08,0.03,11,26487,norm
09:57:48,24.05,--,22,52910,sell
09:57:45,24.05,0.01,1,2405,sell
09:57:42,24.04,--,9,21636,buy
09:57:39,24.04,--,10,24040,buy
09:57:36,24.04,-0.01,31,74524,sell
09:57:33,24.05,0.01,6,14430,buy
09:57:27,24.04,-0.01,10,24040,sell
09:57:21,24.05,0.04,2,4810,buy
09:57:18,24.01,-0.02,353,847553,sell
09:57:15,24.03,-0.01,32,76896,sell
09:57:12,24.04,--,15,36060,buy
09:57:09,24.04,0.01,2,4808,buy
09:57:06,24.03,0.01,9,21627,buy
09:57:03,24.02,--,14,33628,sell
09:56:57,24.02,0.01,5,14075,buy
09:56:54,24.01,-0.01,12,28812,sell
09:56:51,24.02,-0.01,87,208974,sell
09:56:48,24.03,-0.01,74,177822,sell
09:56:45,24.04,--,10,24040,buy
09:56:42,24.04,--,13,31252,buy
09:56:39,24.04,--,6,14424,buy
09:56:36,24.04,--,12,28848,buy
09:56:33,24.04,--,24,57696,buy
09:56:30,24.04,--,3,7212,buy
09:56:21,24.04,--,7,16828,buy
09:56:18,24.04,--,8,19232,buy
09:56:15,24.04,-0.06,88,211552,sell
09:56:12,24.1,--,2,4820,buy
09:56:09,24.1,-0.01,26,62660,sell
09:56:06,24.11,0.01,13,31343,norm
09:56:03,24.1,-0.01,20,48200,sell
09:56:00,24.11,0.01,5,12055,buy
09:55:54,24.1,-0.01,20,48200,sell
09:55:51,24.11,--,1,2411,buy
09:55:42,24.11,-0.02,33,79563,sell
09:55:39,24.13,0.01,23,55499,buy
09:55:36,24.12,-0.01,43,103716,sell
09:55:33,24.13,--,10,24130,buy
09:55:30,24.13,--,3,7239,buy
09:55:24,24.13,-0.02,25,60325,sell
09:55:21,24.15,--,1,2415,buy
09:55:15,24.15,--,8,19320,buy
09:55:12,24.15,--,16,38640,buy
09:55:09,24.15,--,11,26565,buy
09:55:03,24.15,-0.03,48,115920,sell
09:55:00,24.18,0.03,2,4836,buy
09:54:48,24.15,--,6,14490,buy
09:54:45,24.15,--,10,24150,buy
09:54:36,24.15,--,11,26565,sell
09:54:33,24.15,-0.01,8,19320,sell
09:54:24,24.16,--,3,7248,buy
09:54:21,24.16,--,6,14496,buy
09:54:12,24.16,--,7,16912,sell
09:54:03,24.16,-0.01,7,16912,sell
09:53:57,24.17,-0.01,4,9668,sell
09:53:51,24.18,--,7,16926,buy
09:53:48,24.18,--,1,2418,buy
09:53:36,24.18,-0.02,63,154558,sell
09:53:30,24.2,-0.01,28,67760,sell
09:53:15,24.21,0.01,4,9684,buy
09:53:03,24.2,--,4,9873,sell
09:53:00,24.2,--,2,4840,sell
09:52:54,24.2,-0.02,14,33880,sell
09:52:39,24.22,0.02,5,12110,buy
09:52:36,24.2,-0.02,1,2420,sell
09:52:33,24.22,0.02,21,50862,buy
09:52:18,24.2,--,20,48400,sell
09:52:09,24.2,--,6,14520,sell
09:52:03,24.2,-0.02,8,19360,sell
09:51:42,24.22,--,9,23130,sell
09:51:39,24.22,0.02,21,50862,buy
09:51:36,24.2,-0.03,80,193600,sell
09:51:33,24.23,0.03,21,50883,buy
09:51:30,24.2,--,10,24200,sell
09:51:24,24.2,-0.02,28,67760,sell
09:51:18,24.22,-0.01,4,11359,sell
09:50:51,24.23,0.01,1,2423,norm
09:50:06,24.22,-0.02,6,14532,sell
09:49:51,24.24,0.02,1,2424,buy
09:49:30,24.22,--,7,16954,sell
09:49:24,24.22,--,31,75082,sell
09:49:21,24.22,0.02,4,10438,buy
09:49:18,24.2,-0.02,4,9680,sell
09:49:15,24.22,0.01,3,7266,buy
09:49:09,24.21,-0.01,70,169470,sell
09:49:06,24.22,--,3,7266,buy
09:49:00,24.22,--,15,36330,buy
09:48:51,24.22,-0.02,29,71909,sell
09:48:45,24.24,--,5,12120,buy
09:48:30,24.24,0.01,7,16968,buy
09:48:24,24.23,--,4,9692,sell
09:48:18,24.23,--,10,24230,sell
09:48:12,24.23,--,0,751,buy
09:48:09,24.23,0.01,7,16961,buy
09:47:45,24.22,--,1,2422,sell
09:47:36,24.22,-0.01,5,12110,sell
09:47:33,24.23,0.01,2,4846,buy
09:47:27,24.22,-0.01,15,36330,sell
09:47:15,24.23,0.02,5,12115,buy
09:47:12,24.21,-0.01,20,48420,sell
09:47:06,24.22,-0.01,1,2422,sell
09:46:54,24.23,--,1,2423,buy
09:46:48,24.23,--,17,41191,buy
09:46:27,24.23,0.01,6,14538,buy
09:46:15,24.22,-0.01,3,7266,sell
09:46:09,24.23,--,5,12115,buy
09:46:00,24.23,--,5,12115,buy
09:45:51,24.23,0.02,8,19384,buy
09:45:48,24.21,--,5,12105,sell
09:45:39,24.21,--,3,7263,sell
09:45:27,24.21,--,22,53262,sell
09:45:24,24.21,-0.01,32,77472,sell
09:45:21,24.22,--,7,16954,sell
09:45:18,24.22,--,6,14532,buy
09:45:15,24.22,--,6,14532,buy
09:45:12,24.22,--,1,2422,buy
09:45:06,24.22,-0.01,5,12110,norm
09:44:48,24.23,0.03,28,67844,buy
09:44:36,24.2,--,32,77440,sell
09:44:30,24.2,-0.01,14,33880,sell
09:44:18,24.21,--,2,4842,buy
09:44:15,24.21,-0.02,18,43578,sell
09:44:06,24.23,--,4,9692,sell
09:43:54,24.23,0.03,4,9692,buy
09:43:48,24.2,-0.03,27,65340,sell
09:43:36,24.23,--,3,7269,buy
09:43:30,24.23,--,1,2423,buy
09:43:27,24.23,--,10,24230,buy
09:43:15,24.23,-0.01,5,12115,sell
09:43:12,24.24,0.01,5,12120,buy
09:43:06,24.23,-0.01,5,12115,sell
09:42:51,24.24,--,1,2424,buy
09:42:33,24.24,--,5,12120,buy
09:42:30,24.24,-0.01,6,14543,sell
09:42:27,24.25,0.01,9,21825,buy
09:42:21,24.24,-0.01,7,16968,sell
09:42:03,24.25,-0.02,22,53350,sell
09:41:54,24.27,-0.01,8,19416,sell
09:41:42,24.28,--,4,9712,buy
09:41:39,24.28,-0.02,7,16996,buy
09:41:30,24.3,-0.02,2,4860,sell
09:41:24,24.32,--,2,4864,buy
09:41:18,24.32,--,8,19456,buy
09:41:06,24.32,0.06,3,7296,buy
09:41:03,24.26,--,3,7278,buy
09:40:57,24.26,--,2,4852,buy
09:40:54,24.26,--,87,211062,sell
09:40:42,24.26,-0.02,20,48520,sell
09:40:30,24.28,--,10,24280,buy
09:40:24,24.28,--,2,4856,buy
09:40:21,24.28,-0.04,210,509880,sell
09:40:12,24.32,--,8,19456,buy
09:40:09,24.32,0.02,5,12160,buy
09:40:00,24.3,--,4,9720,sell
09:39:57,24.3,-0.01,20,48600,sell
09:39:51,24.31,--,3,7293,buy
09:39:48,24.31,--,23,55913,sell
09:39:27,24.31,-0.01,9,21879,sell
09:39:18,24.32,--,3,7296,buy
09:39:12,24.32,--,4,9728,buy
09:39:06,24.32,--,5,12160,buy
09:39:03,24.32,-0.01,14,34048,sell
09:38:57,24.33,--,2,4866,buy
09:38:54,24.33,0.01,8,19464,buy
09:38:39,24.32,0.02,5,12160,buy
09:38:24,24.3,--,3,7290,buy
09:38:21,24.3,0.01,3,7290,buy
09:38:18,24.29,-0.01,8,19432,sell
09:38:15,24.3,0.01,5,12150,buy
09:38:09,24.29,-0.01,1,2429,norm
09:38:03,24.3,0.02,5,12150,buy
09:37:57,24.28,-0.02,7,16996,sell
09:37:48,24.3,0.03,14,34020,buy
09:37:39,24.27,0.01,10,24270,norm
09:37:21,24.26,-0.06,8,19408,norm
09:36:57,24.32,0.04,27,65664,buy
09:36:51,24.28,--,2,4856,buy
09:36:39,24.28,-0.02,12,29136,buy
09:36:36,24.3,0.01,6,14580,sell
09:36:33,24.29,0.02,10,24290,buy
09:36:30,24.27,-0.02,16,38832,sell
09:36:27,24.29,--,22,53438,sell
09:36:18,24.29,--,29,70441,buy
09:36:06,24.29,--,5,12145,buy
09:35:54,24.29,-0.01,10,24290,buy
09:35:51,24.3,-0.03,36,87480,sell
09:35:27,24.33,--,20,48660,buy
09:35:21,24.33,--,27,65691,sell
09:35:18,24.33,-0.05,1,2433,sell
09:34:45,24.38,--,5,12190,buy
09:34:42,24.38,-0.02,5,12190,norm
09:34:09,24.4,0.08,6,14640,buy
09:33:48,24.32,-0.1,9,21888,sell
09:33:36,24.42,--,5,12210,buy
09:33:27,24.42,0.03,12,29304,norm
09:33:18,24.39,-0.06,2,4878,sell
09:33:09,24.45,0.01,10,24450,buy
09:33:03,24.44,-0.01,9,21996,norm
09:32:51,24.45,0.07,10,24450,buy
09:32:45,24.38,--,3,7314,buy
09:32:36,24.38,0.06,20,48760,buy
09:32:24,24.32,--,3,7296,buy
09:32:21,24.32,-0.01,5,12160,buy
09:32:09,24.33,0.03,6,14597,norm
09:31:33,24.3,0.1,9,21870,buy
09:30:48,24.2,0.05,5,12100,buy
09:30:45,24.15,--,13,31394,sell
09:30:36,24.15,--,6,14490,sell
09:30:33,24.15,-0.11,4,9660,norm
09:30:09,24.26,-0.04,1,2426,sell
09:30:03,24.3,24.3,76,184680,buy
